,0,1,2
31,166646a8-9d72-4361-ad60-e21adc4ab4a5,I am being charged an additional $29.99. I just wanted the $9.99 plan. I paid the additional $29.99 last month.,"{'recipient': {'id': '166646a8-9d72-4361-ad60-e21adc4ab4a5'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Reinstall a product or fix a trial error', 'payload': 'Reinstall a product or fix a trial error'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
32,16eeb7f7-1666-41ee-b492-524ea62c12ef,"Hi, i did not know my plan was on auto-renewal. i need to cancel and get a refund asap.","{'recipient': {'id': '16eeb7f7-1666-41ee-b492-524ea62c12ef'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
33,17bfad7c-80a6-4db4-9997-42d7dcbd94fc,"forgot to cancel my freetrial, got charged","{'recipient': {'id': '17bfad7c-80a6-4db4-9997-42d7dcbd94fc'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing or invoice"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
34,18d85283-df0d-4d01-8649-901edcbe4d9e,"Hello, I am trying to update my Credit Card as apparently it did not work for my Adobe Muse account renewal. It keeps saying there is an issue with my account details, however, everything is funcitoning fine on my end for both CC that I try to input","{'recipient': {'id': '18d85283-df0d-4d01-8649-901edcbe4d9e'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
35,19372456-8263-4bf7-8e50-9082580bf3ae,Hello. I canceled my Adobe Stock trial last week but today I see its charged me $29 as if I've signed up.,"{'recipient': {'id': '19372456-8263-4bf7-8e50-9082580bf3ae'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Help with a product', 'payload': 'Help with a product'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
36,1b518969-19a1-4028-b106-b353b6b33281,I need a refund,"{'recipient': {'id': '1b518969-19a1-4028-b106-b353b6b33281'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
37,1bcd7827-0d1a-4853-a161-90f8f16157d7,"Hi I need to speak to someone about a refund for the charge to my account I cancelled this subscription and then noticed a payment has gone out. I then went to recheck my plan and the status said it is still active. I most certainly cancelled this. Can you please do me a favour and help me with this. I am under much pressure at the moment and I am not working and I am down to my last few hundred and this is going to set me back. I wouldn't mind when I earning but that is not my case at the moment. Please, may I request you offer this refund to me as a good gesture. thanks Kamila email: kamiladeen1@gmail.com","{'recipient': {'id': '1bcd7827-0d1a-4853-a161-90f8f16157d7'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
38,1d7af37b-ec70-45a1-86bc-150c7bbdce77,I needed photoshop for a class in school and tried cancelling on the 26th of April before the next month payment but it would not work.  I cancelled this morning as it is now allowing me to and I would like to be refunded for the Apr 26-May 26th monthly charge and you can take away my access immediately as a result.,"{'recipient': {'id': '1d7af37b-ec70-45a1-86bc-150c7bbdce77'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
39,1d7ecd89-70e2-424f-ad2a-fa9a1a2d87f3,"Hi, I was charged extra for the last 2 months. I paid the adobe fee through my school tuition","{'recipient': {'id': '1d7ecd89-70e2-424f-ad2a-fa9a1a2d87f3'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'One dollar charge', 'payload': 'One dollar charge'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
40,1da0f83a-1613-4cfa-8601-323f4d0118ad,hey so im subscibed to lightroom but recently i purchased the student creative cloud so was wondering i could cancel my individual subscription to lightroom so im not getting charged twice a month,"{'recipient': {'id': '1da0f83a-1613-4cfa-8601-323f4d0118ad'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
41,1db05e61-8e0d-4161-8b38-ec245544671f,i want to download VAT invoice,"{'recipient': {'id': '1db05e61-8e0d-4161-8b38-ec245544671f'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Invoice"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
42,1e634dd6-fab4-4850-b1c4-24fb284fe53a,"I have problems with my payment, my credit card is fine, so it has been for two anisaos, but now the monthly payment charge does not pass.","{'recipient': {'id': '1e634dd6-fab4-4850-b1c4-24fb284fe53a'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'One dollar charge', 'payload': 'One dollar charge'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
43,1efe1591-95b6-4383-9189-4597999ee8c6,You owe me a refund for a change of 20.99 today,"{'recipient': {'id': '1efe1591-95b6-4383-9189-4597999ee8c6'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing or invoice"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
44,1fa8b1cd-a279-4922-a78e-922b2a6db8c8,i have been getting charged for a plan that i dont use,"{'recipient': {'id': '1fa8b1cd-a279-4922-a78e-922b2a6db8c8'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Switch to a different plan', 'payload': 'Switch to a different plan'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
45,20fb1ab0-2b42-46d1-8b77-cd56ab4bf95b,payment,"{'recipient': {'id': '20fb1ab0-2b42-46d1-8b77-cd56ab4bf95b'}, 'message': {'seq': 0, 'text': 'I want to be sure I understand clearly. Can you describe the issue more specifically?', 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
46,215d70b0-a751-4321-8163-b1ce78438330,,
47,2275e05d-cab9-4ea7-bd25-f698ae152bc8,can i purchase photoshop?,"{'recipient': {'id': '2275e05d-cab9-4ea7-bd25-f698ae152bc8'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Reinstall a product or fix a trial error', 'payload': 'Reinstall a product or fix a trial error'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
48,229d3f14-6525-4b2f-b5f8-24084418b810,Hi.  I would like to hold off on my account for a while.  I just enrolled.,"{'recipient': {'id': '229d3f14-6525-4b2f-b5f8-24084418b810'}, 'message': {'seq': 0, 'text': 'I want to be sure I understand clearly. Can you describe the issue more specifically?', 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
49,2380623d-e612-43aa-b260-b1e2c80b9223,Hello. I would like to have the invoice a bit changed as it was not issued correctly.,"{'recipient': {'id': '2380623d-e612-43aa-b260-b1e2c80b9223'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Invoice"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
50,24571e8c-07d7-4b0a-8c4f-6266da8c3e3b,payment,"{'recipient': {'id': '24571e8c-07d7-4b0a-8c4f-6266da8c3e3b'}, 'message': {'seq': 0, 'text': 'I want to be sure I understand clearly. Can you describe the issue more specifically?', 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
51,25a34b8e-95c6-467a-9dc5-38a9068445b0,hi i have after effects running on my account currently. but now i need to get creative cloud. so my doubt is that after effects money and creative cloud both will be charged ? or only creative cloud,"{'recipient': {'id': '25a34b8e-95c6-467a-9dc5-38a9068445b0'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Get sign-in or password help', 'payload': 'Get sign-in or password help'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
52,25a4812f-8a30-468a-bde1-2a7b501b6cf2,"Hi, I noticed I was billed for $60 dollars after I have canceled my plan, I want to know why","{'recipient': {'id': '25a4812f-8a30-468a-bde1-2a7b501b6cf2'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': 'Cancel a plan', 'payload': 'Cancel a plan'}, {'type': 'postback', 'title': 'Switch to a different plan', 'payload': 'Switch to a different plan'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
53,25f90f84-d434-457c-a18d-36db6f7271d6,Checking to see if my refund has been processed,"{'recipient': {'id': '25f90f84-d434-457c-a18d-36db6f7271d6'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing or invoice"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
54,27aad25d-069a-43cc-b79c-2629acd20e8c,"Hi, I need a copy of my purchase form 4/23/2019","{'recipient': {'id': '27aad25d-069a-43cc-b79c-2629acd20e8c'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You need help with your account sign-in or password. Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
55,288a5361-850f-4f56-8c20-2ba12624df1d,Is it possible to get our invoices emailed to us?,"{'recipient': {'id': '288a5361-850f-4f56-8c20-2ba12624df1d'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Invoice"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}"
