,0,1,2,3,4
10,09ce04b3-094b-42fe-bd63-d241a2038f1e,09ce04b3-094b-42fe-bd63-d241a2038f1e,,,
11,0b6464bb-8718-491e-a315-0822a74aaefd,0b6464bb-8718-491e-a315-0822a74aaefd,"{'recipient': {'id': '0b6464bb-8718-491e-a315-0822a74aaefd'}, 'message': {'seq': 0, 'text': 'I want to be sure I understand clearly. Can you describe the issue more specifically?', 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}",,
12,0c4cca9a-29b3-45f9-8098-e9c0fc490087,0c4cca9a-29b3-45f9-8098-e9c0fc490087,"{'recipient': {'id': '0c4cca9a-29b3-45f9-8098-e9c0fc490087'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}","{'recipient': {'id': '0c4cca9a-29b3-45f9-8098-e9c0fc490087'}, 'message': {'seq': 0, 'text': 'I want to be sure I understand clearly. Can you describe the issue more specifically?', 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}",
13,0cdb8c00-366c-4211-b67e-b15064adbd55,0cdb8c00-366c-4211-b67e-b15064adbd55,"{'recipient': {'id': '0cdb8c00-366c-4211-b67e-b15064adbd55'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}","{'recipient': {'id': '0cdb8c00-366c-4211-b67e-b15064adbd55'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""General"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}",
14,0d0ea849-e0af-4917-8031-d764cbfdf965,0d0ea849-e0af-4917-8031-d764cbfdf965,,,
15,0d6ead6e-1dda-4e64-83b8-847ba7238ccc,0d6ead6e-1dda-4e64-83b8-847ba7238ccc,"{'recipient': {'id': '0d6ead6e-1dda-4e64-83b8-847ba7238ccc'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}","{'recipient': {'id': '0d6ead6e-1dda-4e64-83b8-847ba7238ccc'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Invoice"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}",
16,0dbdc059-057b-48aa-a397-1e03ea8e9351,0dbdc059-057b-48aa-a397-1e03ea8e9351,"{'recipient': {'id': '0dbdc059-057b-48aa-a397-1e03ea8e9351'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}","{'recipient': {'id': '0dbdc059-057b-48aa-a397-1e03ea8e9351'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""General"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}",
17,0ddeb24b-84b8-4f10-8c17-72c61797c3c8,0ddeb24b-84b8-4f10-8c17-72c61797c3c8,"{'recipient': {'id': '0ddeb24b-84b8-4f10-8c17-72c61797c3c8'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing"" issue. Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}",,
18,0e1c62d1-4d73-44b5-b6c7-a273a9b100cd,0e1c62d1-4d73-44b5-b6c7-a273a9b100cd,,,
19,0e572cba-565c-427c-8661-36e9809603ef,0e572cba-565c-427c-8661-36e9809603ef,"{'recipient': {'id': '0e572cba-565c-427c-8661-36e9809603ef'}, 'message': {'seq': 0, 'text': 'failTransfer setup', 'delay': 2000}, 'agentEscalation': False, 'source': 'lp_inapp'}",,
20,0eeba5f6-340a-4473-bde4-cf45bc39141c,0eeba5f6-340a-4473-bde4-cf45bc39141c,"{'recipient': {'id': '0eeba5f6-340a-4473-bde4-cf45bc39141c'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}","{'recipient': {'id': '0eeba5f6-340a-4473-bde4-cf45bc39141c'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""General"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}",
21,0f47f435-241a-4d71-b39c-4da2da7d92c9,0f47f435-241a-4d71-b39c-4da2da7d92c9,"{'recipient': {'id': '0f47f435-241a-4d71-b39c-4da2da7d92c9'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}","{'recipient': {'id': '0f47f435-241a-4d71-b39c-4da2da7d92c9'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""General"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}",
22,0fea7644-087c-4e29-9fb1-6e4f32ebd906,0fea7644-087c-4e29-9fb1-6e4f32ebd906,"{'recipient': {'id': '0fea7644-087c-4e29-9fb1-6e4f32ebd906'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': '{$botContext.disamb01}', 'payload': '{$botContext.disamb01}'}, {'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}","{'recipient': {'id': '0fea7644-087c-4e29-9fb1-6e4f32ebd906'}, 'message': {'seq': 0, 'text': 'successTransfer setup', 'delay': 2000}, 'agentEscalation': False, 'source': 'lp_inapp'}",
23,10248d11-651b-4f48-9a59-c8b45b093385,10248d11-651b-4f48-9a59-c8b45b093385,"{'recipient': {'id': '10248d11-651b-4f48-9a59-c8b45b093385'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}","{'recipient': {'id': '10248d11-651b-4f48-9a59-c8b45b093385'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""General"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}",
24,10a6d90a-1645-437a-9857-2fd0e79d8a1d,10a6d90a-1645-437a-9857-2fd0e79d8a1d,"{'recipient': {'id': '10a6d90a-1645-437a-9857-2fd0e79d8a1d'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}","{'recipient': {'id': '10a6d90a-1645-437a-9857-2fd0e79d8a1d'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""General"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}",
25,110bb8fc-aea1-4608-803c-1ff54c159c84,110bb8fc-aea1-4608-803c-1ff54c159c84,"{'recipient': {'id': '110bb8fc-aea1-4608-803c-1ff54c159c84'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}","{'recipient': {'id': '110bb8fc-aea1-4608-803c-1ff54c159c84'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""General"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}",
26,1112654f-48ad-4405-8b9a-206374428b25,1112654f-48ad-4405-8b9a-206374428b25,"{'recipient': {'id': '1112654f-48ad-4405-8b9a-206374428b25'}, 'message': {'seq': 0, 'text': 'failTransfer setup', 'delay': 2000}, 'agentEscalation': False, 'source': 'lp_inapp'}",,
27,12176e3e-a1c5-42cd-ba71-9ecf8a260df0,12176e3e-a1c5-42cd-ba71-9ecf8a260df0,"{'recipient': {'id': '12176e3e-a1c5-42cd-ba71-9ecf8a260df0'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}","{'recipient': {'id': '12176e3e-a1c5-42cd-ba71-9ecf8a260df0'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""General"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}",
28,141ebff8-0484-42e2-8213-59805b29efaa,141ebff8-0484-42e2-8213-59805b29efaa,"{'recipient': {'id': '141ebff8-0484-42e2-8213-59805b29efaa'}, 'message': {'seq': 0, 'text': 'failTransfer setup', 'delay': 2000}, 'agentEscalation': False, 'source': 'lp_inapp'}",,
29,142dfc1f-ec29-4425-8d5b-c2df4d23aa15,142dfc1f-ec29-4425-8d5b-c2df4d23aa15,"{'recipient': {'id': '142dfc1f-ec29-4425-8d5b-c2df4d23aa15'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}","{'recipient': {'id': '142dfc1f-ec29-4425-8d5b-c2df4d23aa15'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Invoice"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}",
30,157f6b62-e753-4fbf-828a-03bd821f2bdc,157f6b62-e753-4fbf-828a-03bd821f2bdc,"{'recipient': {'id': '157f6b62-e753-4fbf-828a-03bd821f2bdc'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}","{'recipient': {'id': '157f6b62-e753-4fbf-828a-03bd821f2bdc'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Invoice"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}",
31,166646a8-9d72-4361-ad60-e21adc4ab4a5,166646a8-9d72-4361-ad60-e21adc4ab4a5,"{'recipient': {'id': '166646a8-9d72-4361-ad60-e21adc4ab4a5'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}",,
32,16eeb7f7-1666-41ee-b492-524ea62c12ef,16eeb7f7-1666-41ee-b492-524ea62c12ef,"{'recipient': {'id': '16eeb7f7-1666-41ee-b492-524ea62c12ef'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': '{$botContext.disamb01}', 'payload': '{$botContext.disamb01}'}, {'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}","{'recipient': {'id': '16eeb7f7-1666-41ee-b492-524ea62c12ef'}, 'message': {'seq': 0, 'text': 'successTransfer setup', 'delay': 2000}, 'agentEscalation': False, 'source': 'lp_inapp'}",
33,17bfad7c-80a6-4db4-9997-42d7dcbd94fc,17bfad7c-80a6-4db4-9997-42d7dcbd94fc,"{'recipient': {'id': '17bfad7c-80a6-4db4-9997-42d7dcbd94fc'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}","{'recipient': {'id': '17bfad7c-80a6-4db4-9997-42d7dcbd94fc'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""General"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}",
34,18d85283-df0d-4d01-8649-901edcbe4d9e,18d85283-df0d-4d01-8649-901edcbe4d9e,"{'recipient': {'id': '18d85283-df0d-4d01-8649-901edcbe4d9e'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': '{$botContext.disamb01}', 'payload': '{$botContext.disamb01}'}, {'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}","{'recipient': {'id': '18d85283-df0d-4d01-8649-901edcbe4d9e'}, 'message': {'seq': 0, 'text': 'successTransfer setup', 'delay': 2000}, 'agentEscalation': False, 'source': 'lp_inapp'}",
35,19372456-8263-4bf7-8e50-9082580bf3ae,19372456-8263-4bf7-8e50-9082580bf3ae,"{'recipient': {'id': '19372456-8263-4bf7-8e50-9082580bf3ae'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""Billing"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}","{'recipient': {'id': '19372456-8263-4bf7-8e50-9082580bf3ae'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. You have a concern with ""General"". Is that right?', 'buttons': [{'type': 'postback', 'title': 'Yes', 'payload': 'Yes'}, {'type': 'postback', 'title': 'No', 'payload': 'No'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}",
36,1b518969-19a1-4028-b106-b353b6b33281,1b518969-19a1-4028-b106-b353b6b33281,"{'recipient': {'id': '1b518969-19a1-4028-b106-b353b6b33281'}, 'message': {'seq': 0, 'attachment': {'type': 'template', 'payload': {'template_type': 'button', 'text': 'Ok. I want to make sure I understand clearly. Which category below best describes your issue?', 'buttons': [{'type': 'postback', 'title': '{$botContext.disamb01}', 'payload': '{$botContext.disamb01}'}, {'type': 'postback', 'title': 'Billing or invoice', 'payload': 'Billing or invoice'}, {'type': 'postback', 'title': 'Something else', 'payload': 'Something else'}]}}, 'delay': 0}, 'agentEscalation': False, 'source': 'lp_inapp'}","{'recipient': {'id': '1b518969-19a1-4028-b106-b353b6b33281'}, 'message': {'seq': 0, 'text': 'successTransfer setup', 'delay': 2000}, 'agentEscalation': False, 'source': 'lp_inapp'}",
