Intent Type,conversationId,Round 1 Successful,Round 1 Successful but Misrouted,Round 1 Understood but Incorrect,Round 1 Not Understood,Round 2 Successful,Round 2 Successful but Misrouted,Round 2 Understood but Incorrect,Round 2 Not Understood,usertext1,confidence1_1,userresponse1_1,interpretation1_1,interpretation1_2,usertext2,confidence2_1,userresponse2_1,interpretation2_1,interpretation2_2,directagentflag,issuegroup,latest_queue_key,top_transfer_path
BILLING,18d85283-df0d-4d01-8649-901edcbe4d9e,1,0,0,0,0,0,0,0,"Hello, I am trying to update my Credit Card as apparently it did not work for my Adobe Muse account renewal. It keeps saying there is an issue with my account details, however, everything is funcitoning fine on my end for both CC that I try to input",Disambiguation,BILLING,RESULT01:BILLING SCORE01:70.00,RESULT02:RETENTION SCORE02:70.00,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,19372456-8263-4bf7-8e50-9082580bf3ae,1,0,0,0,0,0,0,0,Hello. I canceled my Adobe Stock trial last week but today I see its charged me $29 as if I've signed up.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,1b518969-19a1-4028-b106-b353b6b33281,1,0,0,0,0,0,0,0,I need a refund,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,1bcd7827-0d1a-4853-a161-90f8f16157d7,1,0,0,0,0,0,0,0,"Hi I need to speak to someone about a refund for the charge to my account I cancelled this subscription and then noticed a payment has gone out. I then went to recheck my plan and the status said it is still active. I most certainly cancelled this. Can you please do me a favour and help me with this. I am under much pressure at the moment and I am not working and I am down to my last few hundred and this is going to set me back. I wouldn't mind when I earning but that is not my case at the moment. Please, may I request you offer this refund to me as a good gesture. thanks Kamila email: kamiladeen1@gmail.com",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,1d7af37b-ec70-45a1-86bc-150c7bbdce77,0,0,1,0,1,0,0,0,I needed photoshop for a class in school and tried cancelling on the 26th of April before the next month payment but it would not work.  I cancelled this morning as it is now allowing me to and I would like to be refunded for the Apr 26-May 26th monthly charge and you can take away my access immediately as a result.,High Confidence,NO,RESULT01:BILLING SCORE01:100.00,NULL,Need a refund for charged period that I tried to cancel as I no longer use the software,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,1d7ecd89-70e2-424f-ad2a-fa9a1a2d87f3,1,0,0,0,0,0,0,0,"Hi, I was charged extra for the last 2 months. I paid the adobe fee through my school tuition",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,1da0f83a-1613-4cfa-8601-323f4d0118ad,1,0,0,0,0,0,0,0,hey so im subscibed to lightroom but recently i purchased the student creative cloud so was wondering i could cancel my individual subscription to lightroom so im not getting charged twice a month,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,1db05e61-8e0d-4161-8b38-ec245544671f,1,0,0,0,0,0,0,0,i want to download VAT invoice,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,1e634dd6-fab4-4850-b1c4-24fb284fe53a,1,0,0,0,0,0,0,0,"I have problems with my payment, my credit card is fine, so it has been for two anisaos, but now the monthly payment charge does not pass.",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,1efe1591-95b6-4383-9189-4597999ee8c6,1,0,0,0,0,0,0,0,You owe me a refund for a change of 20.99 today,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,1fa8b1cd-a279-4922-a78e-922b2a6db8c8,1,0,0,0,0,0,0,0,i have been getting charged for a plan that i dont use,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,20fb1ab0-2b42-46d1-8b77-cd56ab4bf95b,0,0,0,0,1,0,0,0,payment,NULL,NULL,NULL,NULL,billing,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,215d70b0-a751-4321-8163-b1ce78438330,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,ADB-Eng-RT-Bot,NULL
BILLING,2275e05d-cab9-4ea7-bd25-f698ae152bc8,0,0,1,0,1,0,0,0,can i purchase photoshop?,High Confidence,NO,RESULT01:ACTIVATION/LICENSING SCORE01:100.00,NULL,i just want to know if i can purchase photoshop or do i have to keep a monthly plan,Disambiguation,SALES,RESULT01:SALES SCORE01:70.00,RESULT02:PLAN_DETAILS SCORE02:70.00,0,NULL,ADB-Eng-RT-Bot,NULL
BILLING,229d3f14-6525-4b2f-b5f8-24084418b810,0,0,0,0,1,0,0,0,Hi.  I would like to hold off on my account for a while.  I just enrolled.,NULL,NULL,NULL,NULL,I just signed up for adobe CC.  But I will be out of the country for a while and will not be using my membership.  How can I cancel my membership temporarily without being charged?,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,2380623d-e612-43aa-b260-b1e2c80b9223,0,0,1,0,1,0,0,0,Hello. I would like to have the invoice a bit changed as it was not issued correctly.,High Confidence,NO,RESULT01:BILLING SCORE01:100.00,NULL,Data on invoice is not correct,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,24571e8c-07d7-4b0a-8c4f-6266da8c3e3b,0,0,0,0,1,0,0,0,payment,NULL,NULL,NULL,NULL,invoice,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,25a34b8e-95c6-467a-9dc5-38a9068445b0,1,0,0,0,0,0,0,0,hi i have after effects running on my account currently. but now i need to get creative cloud. so my doubt is that after effects money and creative cloud both will be charged ? or only creative cloud,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,25a4812f-8a30-468a-bde1-2a7b501b6cf2,0,0,1,0,0,0,0,0,"Hi, I noticed I was billed for $60 dollars after I have canceled my plan, I want to know why",Disambiguation,Something else,RESULT01:RETENTION SCORE01:70.00,RESULT02:PLAN_DETAILS SCORE02:70.00,NULL,NULL,NULL,NULL,NULL,0,NULL,ADB-Eng-RT-Bot,NULL
BILLING,25f90f84-d434-457c-a18d-36db6f7271d6,1,0,0,0,0,0,0,0,Checking to see if my refund has been processed,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,27aad25d-069a-43cc-b79c-2629acd20e8c,0,0,1,0,1,0,0,0,"Hi, I need a copy of my purchase form 4/23/2019",High Confidence,NO,RESULT01:ADOBE_ID/PASSWORD SCORE01:66.00,NULL,copy of invoice,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,288a5361-850f-4f56-8c20-2ba12624df1d,1,0,0,0,0,0,0,0,Is it possible to get our invoices emailed to us?,High Confidence,YES,RESULT01:BILLING SCORE01:70.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,28cf284d-301c-4b93-b6b7-af01b714417e,1,0,0,0,0,0,0,0,i dont want to renew,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,2abf3bdd-de3a-4797-a241-fd94133d481b,1,0,0,0,0,0,0,0,"Good day. I can't change my credit card account. It keeps telling me that: """"""""There was an error processing your information. Please try another browser or try again. """""""" I've tried all the browsers. Can you advise me what to do?",Disambiguation,BILLING,RESULT01:BILLING SCORE01:70.00,RESULT02:RETENTION SCORE02:70.00,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,2ac4e98d-d17d-468a-8051-f1fa52b7183c,1,0,0,0,0,0,0,0,I would like  a refund.  I noticed that you guys have been charging me monthly for something I thought I canceled,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,2b512db0-7e6b-46a5-b0c2-1b425a95a708,1,0,0,0,0,0,0,0,I've been getting charged Adobe Stock since 2016 and never use it. I was not receiving invoices or notifications to my email address.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,2b58992b-dad7-4be4-b3fb-a4a0c46b8770,1,0,0,0,0,0,0,0,ref the previous communication have you refunded my PayPal acccount,Disambiguation,BILLING,RESULT01:BILLING SCORE01:70.00,RESULT02:RETENTION SCORE02:70.00,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,2b778b82-8905-4a3b-b12c-094709ec4e0f,1,0,0,0,0,0,0,0,Why am I being charged $14.99,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,2d853f9c-c087-46d1-8a3f-1a969a10b4a0,1,0,0,0,0,0,0,0,dispute duplicate charges on my account,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,2fcd213a-0158-4408-b359-790337b6449f,1,0,0,0,0,0,0,0,Hey. I have been charged an additional $29.99. I have a $9.99 plan. I paid and additional $29.99 last month.,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,303f3c51-6d6f-4e1b-b0d3-995a673523bc,1,0,0,0,0,0,0,0,"hi, i cancelled my plan trial and it tried charging my card. I'm wondering if you can check to please make sure it is all cancelled and wont be charged again. i cannot afford the plan anymore as i am not using it often enough to make it worth it",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Retention,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,31154020-aa09-4d8f-abca-66ba9ec6613c,1,0,0,0,0,0,0,0,can i cancel my annual plan and not be charged a fee?,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,31e5513d-f3b0-4896-876d-796227fef3e4,0,0,1,0,1,0,0,0,Hello how is it possible to see all the invoice in my account? for the last year?,High Confidence,NO,RESULT01:BILLING SCORE01:100.00,NULL,i want to print all my invoice history,High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,0,End User Account Management,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
BILLING,327905ad-f7c3-49b0-8068-795f1a49a5f6,1,0,0,0,0,0,0,0,"Hello I've recieved an email stating that my """"""""payment failed"""""""" for Adobe Photoshop. I was told theres a """"""""billing issue"""""""" on my account. I logged into my account through my phone and checked my credit card information, its all accurate and up to date. Please fix this problem Adobe I have my payment information in the system accurately and have never had this issue before.",High Confidence,YES,RESULT01:BILLING SCORE01:100.00,NULL,NULL,NULL,NULL,NULL,NULL,0,Billing,CCI-Eng-CS-Msg,ADB-Eng-RT-Bot->CCI-Eng-CS-Msg
